"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205816","1992","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     21.7","","      21.7","0","","","","","","","","","","","        20","0","       194","0","       101","0","        61","0","         0","0","        28"," ","        13"," ","  -23.9","0,0209,+","","","","","","","   31.1","0,0612, ","0.0","0,0911","-2.8","0,0923","-6.7","0,1105","-6.7","0,1105","-9.4","0,1106","0.0","0,0721","-3.3","0,0527","-6.7","0,0428","-6.7","0,0428","-16.7","0,0413","","","","","","","","","      3.90","0","      8.90","0","     -1.09","0"
"USC00205816","1993","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","        18","0","","","","","","","","","","","         1"," ","         2"," ","","","","","   229"," ,0,1105, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1603"," ,0","","","","","",""
"USC00205816","1994","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","1995","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","1996","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     91.3","","      91.3","0","","","","","","","","","","","        25","0","       179","0","        94","0","        92","0","         0","0","","","","","  -30.6","0,0204,+","","","","","","","   29.4","0,0701,+","-2.2","0,1004","-2.2","0,1004","-6.1","0,1031","-7.2","0,1102","-8.9","0,1111","-1.7","0,0530","-2.2","0,0513","-6.1","0,0428","-9.4","0,0414","-9.4","0,0414","","","","","","","","","      4.46","0","      9.88","0","     -0.96","0"
"USC00205816","1997","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     97.0","","      97.0","0","","","","","","","","","        39","0","        17","0","       184","0","        70","0","       100","0","         0","0","","","","","  -25.0","0,0126, ","","","   330"," ,0,0314, ","","","   30.6","0,0716, ","-0.6","0,1017","-2.8","0,1022","-5.6","0,1024","-7.8","0,1111","-11.1","0,1124","-1.7","0,0522","-2.8","0,0516","-6.1","0,0420","-6.7","0,0418","-11.1","0,0410","    4600.5","5","    4600.5","0","","","     2983"," ,0","      5.31","0","     10.77","0","     -0.15","0"
"USC00205816","1998","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","        21","0","","","","","        51","0","       123","0","         1","0","         2"," ","","","","","","","   127"," ,0,0309, ","","","   32.2","0,0721, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     1335"," ,0","","","     13.33","0","",""
"USC00205816","1999","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","        27","0","","","","","","","","","","","         1"," ","","","","","","","   254"," ,0,0116, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1790"," ,0","","","","","",""
"USC00205816","2000","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    102.8","","     102.8","0","","","","","","","","","        30","0","        11","0","       151","0","        77","0","       105","0","         0","0","","","","","  -25.0","0,0122, ","","","   305"," ,0,0102, ","","","   30.6","0,0811, ","-0.6","0,0924","-3.3","0,0928","-5.6","0,1118","-6.7","0,1119","-10.0","0,1121","-0.6","0,0520","-3.3","0,0416","-4.4","0,0413","-8.3","0,0412","-12.2","0,0317","","","","","","","     2356"," ,0","      6.25","0","     11.59","0","      0.92","0"
"USC00205816","2002","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","        29","0","","","","","        69","0","       103","0","         0","0","","","         1"," ","","","","","   254"," ,0,0310, ","","","   31.1","0,0720,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     2593"," ,0","","","     11.43","0","",""
"USC00205816","2004","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2006","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2012","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2013","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    132.5","","     132.5","7","","","","","","","","","        54","7","        21","7","       177","7","       101","7","        97","7","         3","7","         3"," ","         2"," ","  -28.3","7,0204, ","","","   188"," ,7,0131, ","","","   33.9","7,0718,+","-1.7","7,1020","-2.2","7,1028","-5.0","7,1029","-8.3","7,1113","-11.7","7,1123","-0.6","7,0525","-5.6","7,0524","-5.6","7,0524","-9.4","7,0421","-9.4","7,0421","    4724.7","7","    4724.7","7","   1050.1"," ,7","     4362"," ,7","      4.75","7","      9.66","7","     -0.17","7"
"USC00205816","2014","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     63.6","","      63.6","7","       168","7","        96","7","         4","7","","","","","        40","7","       174","7","       102","7","        83","7","         0","7","        14"," ","         2"," ","  -30.0","7,0228, ","","","","","  42.9"," ,7,0911, ","   29.4","7,0629, ","0.0","7,1006","-2.2","7,1019","-4.4","7,1102","-7.2","7,1110","-11.1","7,1115","-0.6","7,0518","-3.9","7,0517","-11.1","7,0417","-11.1","7,0417","-11.1","7,0417","    5025.0","0","    5025.0","7","    926.6"," ,7","","","      3.52","7","      8.54","7","     -1.51","7"
"USC00205816","2015","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    136.2","","     136.2","7","       137","7","        84","7","         3","7","","","        32","7","        39","7","       153","7","        84","7","        99","7","         0","7","         4"," ","","","  -32.8","7,0225, ","","","   132"," ,7,1229, ","  30.0"," ,7,0725, ","   31.7","7,0728,+","-1.7","7,1017","-2.2","7,1023","-4.4","7,1121","-7.2","7,1122","-8.9","7,1123","0.0","7,0522","-4.4","7,0425","-4.4","7,0425","-7.8","7,0406","-9.4","7,0405","    5144.4","4","    5144.4","7","    757.6"," ,7","     1928"," ,7","      5.22","7","     10.30","7","      0.14","7"
"USC00205816","2016","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","       162","7","        98","7","         8","7","","","        53","7","","","","","","","","","","","         5"," ","         2"," ","","","","","   178"," ,7,0129,+","  51.6"," ,7,0907, ","","","","","","","","","","","","","","","","","","","","","","","    4341.0","0","    4341.0","7","    935.1"," ,7","     3922"," ,7","","","","","",""
"USC00205816","2017","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2018","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2019","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2021","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        14"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2022","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        23"," ","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205816","2023","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    134.6","","     134.6","7","","","","","","","","","","","         6","7","       161","7","        66","7","       110","7","         3","7","        22"," ","        12"," ","  -21.7","7,0131, ","","","","","","","   32.2","7,0624,+","-1.7","7,1023","-5.6","7,1031","-5.6","7,1031","-6.7","7,1120","-9.4","7,1128","-0.6","7,0525","-3.3","7,0419","-6.1","7,0409","-7.2","7,0408","-9.4","7,0402","","","","","    719.0"," ,7","","","      6.68","7","     11.61","7","      1.75","7"
"USC00205816","2024","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    160.1","","     160.1","7","","","","","","","","","","","         3","7","       151","7","        66","7","       107","7","         0","7","        23"," ","        16"," ","  -21.7","7,0117,+","","","","","","","   31.7","7,0803, ","-1.1","7,1010","-4.4","7,1102","-4.4","7,1102","-8.3","7,1130","-8.9","7,1201","-2.2","7,0426","-2.2","7,0426","-6.1","7,0425","-10.0","7,0325","-10.0","7,0325","    4109.0","0","    4109.0","7","    774.9"," ,7","","","      7.60","7","     12.58","7","      2.61","7"
"USC00205816","2025","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
